source,target,time_fps
fly3,fly7,16363
fly12,fly3,16427
fly3,fly12,16435
fly10,fly2,16447
fly6,fly12,16457
fly7,fly1,16492
fly10,fly1,16520
fly1,fly8,16537
fly7,fly8,16538
fly8,fly7,16544
fly8,fly1,16561
fly10,fly1,16565
fly8,fly10,16567
fly1,fly10,16577
fly7,fly10,16593
fly9,fly6,16593
fly6,fly9,16621
fly8,fly2,16626
fly12,fly5,16627
fly5,fly12,16629
fly7,fly4,16632
fly2,fly8,16636
fly2,fly8,16662
fly5,fly10,16726
fly9,fly1,16756
fly2,fly12,16769
fly4,fly2,16794
fly12,fly2,16794
fly12,fly4,16803
fly4,fly12,16804
fly12,fly2,16899
fly11,fly9,16900
fly2,fly4,16902
fly12,fly4,16903
fly1,fly9,16935
fly12,fly10,16946
fly5,fly11,16959
fly9,fly1,16973
fly2,fly4,16980
fly6,fly9,17005
fly10,fly12,17024
fly12,fly10,17028
fly12,fly5,17139
fly5,fly12,17148
fly6,fly3,17158
fly3,fly6,17159
fly3,fly12,17164
fly8,fly3,17171
fly8,fly3,17195
fly1,fly11,17219
fly12,fly6,17219
fly5,fly2,17221
fly12,fly6,17286
fly3,fly2,17297
fly2,fly3,17298
fly7,fly1,17393
fly12,fly2,17399
fly2,fly12,17400
fly8,fly11,17404
fly4,fly1,17414
fly12,fly9,17419
fly10,fly3,17422
fly4,fly1,17430
fly11,fly8,17430
fly7,fly1,17431
fly8,fly10,17439
fly3,fly10,17443
fly10,fly5,17480
fly3,fly11,17491
fly6,fly7,17500
fly6,fly7,17522
fly7,fly1,17527
fly4,fly10,17550
fly12,fly2,17551
fly2,fly12,17551
fly10,fly9,17564
fly3,fly12,17564
fly10,fly4,17579
fly7,fly1,17579
fly5,fly9,17615
fly6,fly3,17635
fly9,fly5,17635
fly5,fly4,17646
fly6,fly3,17661
fly12,fly1,17698
fly5,fly2,17713
fly11,fly7,17736
fly7,fly11,17737
fly6,fly4,17758
fly9,fly6,17758
fly5,fly1,17773
fly1,fly5,17776
fly9,fly4,17783
fly8,fly10,17787
fly6,fly4,17789
fly4,fly2,17790
fly9,fly2,17801
fly2,fly9,17801
fly6,fly9,17813
fly4,fly12,17815
fly8,fly7,17838
fly12,fly1,17840
fly6,fly9,17849
fly7,fly5,17856
fly5,fly7,17875
fly7,fly5,17879
fly10,fly4,17908
fly4,fly10,17911
fly9,fly4,17932
fly12,fly1,17936
fly1,fly12,17939
fly10,fly5,17960
fly5,fly10,17972
fly7,fly8,17989
fly10,fly2,18022
fly11,fly1,18041
fly12,fly7,18043
fly3,fly12,18045
fly7,fly12,18055
fly3,fly12,18062
fly12,fly7,18078
fly7,fly11,18098
fly9,fly8,18133
fly11,fly12,18136
fly4,fly9,18176
fly4,fly11,18198
fly11,fly4,18211
fly8,fly10,18222
fly5,fly1,18273
fly4,fly6,18290
fly2,fly1,18308
fly1,fly2,18309
fly9,fly11,18312
fly5,fly7,18322
fly3,fly8,18350
fly12,fly6,18381
fly12,fly6,18419
fly11,fly1,18420
fly3,fly6,18421
fly12,fly3,18422
fly1,fly11,18428
fly5,fly1,18448
fly9,fly5,18454
fly12,fly10,18469
fly10,fly12,18469
fly9,fly5,18497
fly9,fly5,18524
fly2,fly12,18527
fly6,fly7,18536
fly3,fly9,18541
fly3,fly5,18544
fly12,fly2,18570
fly7,fly6,18578
fly11,fly3,18593
fly7,fly2,18614
fly12,fly3,18641
fly8,fly6,18655
fly7,fly3,18656
fly3,fly11,18659
fly10,fly9,18667
fly11,fly7,18676
fly6,fly8,18687
fly8,fly6,18694
fly8,fly1,18700
fly6,fly1,18704
fly12,fly10,18716
fly2,fly3,18717
fly8,fly1,18720
fly10,fly12,18744
fly1,fly2,18748
fly8,fly2,18749
fly5,fly9,18757
fly2,fly1,18759
fly6,fly2,18769
fly8,fly6,18771
fly3,fly2,18774
fly8,fly3,18783
fly12,fly10,18806
fly9,fly5,18811
fly12,fly10,18844
fly2,fly6,18873
fly10,fly12,18878
fly1,fly2,18898
fly2,fly1,18901
fly7,fly9,18923
fly1,fly2,18941
fly1,fly6,18952
fly7,fly8,18954
fly5,fly10,18956
fly9,fly8,18968
fly7,fly4,18971
fly6,fly2,18981
fly6,fly1,18986
fly2,fly1,18993
fly7,fly6,19000
fly7,fly2,19000
fly2,fly6,19001
fly2,fly7,19001
fly7,fly1,19003
fly4,fly2,19015
fly1,fly7,19016
fly4,fly1,19025
fly7,fly1,19028
fly4,fly6,19034
fly1,fly6,19035
fly7,fly4,19035
fly1,fly2,19039
fly8,fly5,19043
fly6,fly2,19074
fly1,fly2,19079
fly6,fly1,19092
fly8,fly10,19131
fly10,fly8,19131
fly6,fly9,19169
fly12,fly11,19180
fly3,fly12,19189
fly7,fly3,19194
fly6,fly9,19196
fly7,fly12,19203
fly9,fly6,19208
fly12,fly7,19219
fly7,fly3,19220
fly11,fly8,19230
fly7,fly12,19238
fly12,fly9,19304
fly12,fly1,19345
fly2,fly10,19354
fly8,fly11,19361
fly2,fly9,19397
fly10,fly7,19406
fly9,fly2,19413
fly10,fly1,19421
fly1,fly10,19432
fly7,fly1,19437
fly2,fly9,19441
fly10,fly2,19442
fly9,fly4,19443
fly5,fly6,19453
fly11,fly1,19461
fly4,fly11,19516
fly11,fly12,19538
fly12,fly4,19554
fly11,fly2,19588
fly2,fly4,19597
fly4,fly6,19629
fly11,fly6,19651
fly10,fly8,19651
fly6,fly11,19653
fly11,fly7,19658
fly7,fly11,19659
fly6,fly3,19660
fly3,fly6,19662
fly5,fly12,19693
fly8,fly7,19702
fly1,fly6,19717
fly10,fly12,19725
fly1,fly7,19741
fly9,fly2,19760
fly7,fly5,19762
fly8,fly1,19778
fly2,fly9,19780
fly5,fly8,19788
fly8,fly5,19788
fly7,fly6,19806
fly5,fly1,19847
fly12,fly2,19855
fly2,fly12,19856
fly7,fly11,19882
fly4,fly1,19891
fly11,fly7,19892
fly3,fly9,19942
fly6,fly7,19953
fly9,fly3,19955
fly6,fly8,19959
fly4,fly12,19970
fly5,fly12,19975
fly5,fly11,20018
fly1,fly6,20039
fly6,fly1,20050
fly9,fly2,20052
fly2,fly9,20053
fly5,fly12,20113
fly5,fly9,20148
fly3,fly9,20161
fly9,fly3,20161
fly6,fly1,20164
fly12,fly2,20166
fly5,fly3,20168
fly9,fly5,20183
fly2,fly7,20194
fly3,fly6,20209
fly7,fly12,20216
fly6,fly1,20222
fly1,fly6,20223
fly3,fly1,20255
fly6,fly7,20256
fly10,fly4,20286
fly12,fly6,20315
fly9,fly5,20322
fly2,fly12,20334
fly4,fly6,20334
fly11,fly7,20343
fly6,fly12,20349
fly2,fly10,20369
fly12,fly4,20371
fly12,fly6,20372
fly10,fly2,20397
fly6,fly12,20446
fly12,fly6,20462
fly5,fly1,20476
fly9,fly7,20511
fly7,fly11,20512
fly5,fly8,20514
fly8,fly5,20517
fly11,fly7,20525
fly7,fly9,20549
fly8,fly3,20549
fly10,fly1,20569
fly7,fly11,20580
fly9,fly12,20605
fly6,fly7,20614
fly7,fly1,20621
fly12,fly9,20627
fly6,fly1,20638
fly3,fly10,20660
fly9,fly6,20663
fly6,fly9,20663
fly3,fly6,20677
fly9,fly10,20708
fly10,fly6,20727
fly12,fly11,20799
fly4,fly5,20815
fly8,fly1,20832
fly1,fly8,20839
fly8,fly10,20849
fly8,fly1,20858
fly5,fly4,20872
fly9,fly12,20883
fly10,fly8,20895
fly12,fly9,20910
fly12,fly3,20915
fly11,fly8,20917
fly8,fly11,20918
fly8,fly10,20922
fly9,fly3,20927
fly12,fly5,20944
fly5,fly12,20946
fly4,fly7,20960
fly9,fly6,20963
fly11,fly1,20963
fly7,fly4,20964
fly12,fly5,20968
fly6,fly5,20978
fly5,fly6,20979
fly5,fly9,20982
fly9,fly3,20991
fly5,fly12,21069
fly5,fly12,21091
fly11,fly12,21093
fly1,fly12,21147
fly9,fly5,21149
fly5,fly12,21188
fly11,fly2,21191
fly6,fly5,21204
fly12,fly9,21212
fly2,fly5,21239
fly6,fly9,21293
fly1,fly5,21356
fly3,fly12,21361
fly12,fly4,21400
fly3,fly10,21407
fly12,fly1,21449
fly1,fly12,21451
fly12,fly5,21451
fly4,fly6,21457
fly2,fly3,21465
fly1,fly5,21467
fly5,fly12,21477
fly11,fly4,21505
fly4,fly11,21507
fly5,fly8,21586
fly5,fly9,21592
fly8,fly9,21620
fly6,fly4,21642
fly12,fly1,21657
fly9,fly12,21672
fly12,fly1,21680
fly5,fly11,21708
fly6,fly2,21709
fly12,fly7,21745
fly2,fly6,21745
fly9,fly5,21788
fly5,fly9,21789
fly8,fly5,21806
fly9,fly10,21806
fly5,fly8,21806
fly6,fly3,21812
fly3,fly6,21812
fly6,fly3,21874
fly5,fly12,21881
fly7,fly4,21925
fly4,fly7,21927
fly8,fly3,21928
fly11,fly9,21933
fly6,fly10,21947
fly9,fly11,21955
fly1,fly6,22034
fly12,fly5,22069
fly12,fly10,22082
fly12,fly9,22110
fly9,fly12,22111
fly11,fly1,22131
fly1,fly11,22135
fly10,fly11,22150
fly11,fly10,22150
fly5,fly1,22243
fly1,fly3,22246
fly5,fly4,22301
fly12,fly8,22333
fly11,fly3,22345
fly8,fly12,22345
fly4,fly10,22350
fly5,fly12,22400
fly10,fly9,22405
fly11,fly4,22431
fly12,fly5,22453
fly1,fly2,22468
fly1,fly4,22496
fly4,fly2,22502
fly11,fly4,22514
fly12,fly3,22520
fly2,fly12,22539
fly5,fly9,22593
fly9,fly5,22607
fly4,fly7,22627
fly7,fly4,22630
fly10,fly7,22657
fly7,fly12,22661
fly10,fly4,22686
fly12,fly7,22689
fly9,fly6,22702
fly4,fly1,22714
fly4,fly12,22725
fly9,fly6,22728
fly5,fly4,22729
fly5,fly1,22736
fly12,fly4,22737
fly4,fly10,22758
fly12,fly1,22774
fly1,fly12,22775
fly4,fly7,22798
fly4,fly12,22844
fly8,fly11,22848
fly11,fly8,22849
fly12,fly7,22887
fly1,fly6,22913
fly6,fly2,22972
fly4,fly12,22974
fly2,fly6,22974
fly12,fly9,22990
fly7,fly12,22994
fly4,fly7,22998
fly7,fly4,23021
fly12,fly7,23024
fly9,fly11,23028
fly9,fly12,23045
fly12,fly11,23048
fly6,fly2,23069
fly7,fly12,23073
fly9,fly12,23079
fly1,fly5,23084
fly11,fly6,23095
fly5,fly1,23095
fly2,fly7,23097
fly7,fly11,23103
fly12,fly10,23105
fly11,fly12,23116
fly6,fly10,23120
fly2,fly10,23125
fly12,fly2,23129
fly10,fly2,23131
fly7,fly3,23138
fly3,fly7,23138
fly6,fly2,23140
fly2,fly12,23151
fly11,fly3,23165
fly1,fly8,23182
fly9,fly2,23190
fly2,fly9,23190
fly11,fly6,23191
fly3,fly12,23210
fly6,fly4,23224
fly7,fly6,23238
fly5,fly2,23239
fly5,fly3,23258
fly3,fly5,23263
fly9,fly4,23269
fly1,fly12,23293
fly12,fly5,23307
fly6,fly9,23312
fly3,fly1,23320
fly2,fly1,23320
fly1,fly3,23320
fly3,fly12,23323
fly3,fly12,23378
fly3,fly1,23386
fly9,fly6,23396
fly3,fly12,23396
fly10,fly9,23418
fly10,fly6,23422
fly12,fly1,23425
fly9,fly8,23435
fly8,fly9,23435
fly7,fly5,23483
fly8,fly7,23511
fly11,fly9,23529
fly12,fly2,23544
fly11,fly9,23549
fly10,fly1,23561
fly2,fly1,23571
fly12,fly10,23597
fly1,fly2,23602
fly4,fly10,23624
fly7,fly9,23657
fly6,fly11,23659
fly12,fly10,23688
fly11,fly9,23689
fly6,fly9,23693
fly11,fly6,23693
fly6,fly11,23695
fly4,fly3,23713
fly12,fly10,23722
fly1,fly6,23724
fly8,fly4,23728
fly9,fly1,23734
fly7,fly5,23752
fly2,fly7,23779
fly1,fly5,23805
fly5,fly1,23806
fly5,fly7,23811
fly7,fly5,23811
fly1,fly2,23817
fly12,fly11,23826
fly8,fly1,23840
fly2,fly5,23851
fly5,fly2,23852
fly6,fly12,23862
fly7,fly1,23864
fly8,fly7,23864
fly2,fly6,23883
fly6,fly2,23886
fly7,fly3,23905
fly7,fly1,23924
fly1,fly10,23974
fly6,fly2,23986
fly8,fly2,24017
fly12,fly3,24018
fly7,fly1,24019
fly2,fly8,24021
fly3,fly6,24038
fly6,fly2,24053
fly2,fly6,24054
fly12,fly10,24072
fly10,fly12,24103
fly12,fly2,24109
fly9,fly12,24131
fly12,fly9,24137
fly3,fly10,24144
fly9,fly2,24145
fly2,fly12,24165
fly8,fly3,24182
fly8,fly3,24199
fly12,fly9,24205
fly1,fly8,24217
fly5,fly7,24226
fly12,fly4,24265
fly7,fly3,24326
fly5,fly7,24366
fly7,fly5,24368
fly11,fly5,24372
fly1,fly4,24373
fly12,fly2,24379
fly1,fly10,24397
fly6,fly8,24408
fly11,fly9,24418
fly9,fly11,24419
fly6,fly8,24449
fly11,fly9,24452
fly4,fly11,24456
fly9,fly6,24481
fly8,fly6,24506
fly9,fly6,24516
fly6,fly9,24528
fly1,fly3,24542
fly6,fly9,24551
fly1,fly6,24561
fly11,fly10,24575
fly11,fly4,24583
fly1,fly6,24588
fly6,fly1,24589
fly2,fly1,24602
fly1,fly2,24603
fly3,fly2,24637
fly10,fly3,24643
fly7,fly9,24660
fly12,fly5,24665
fly10,fly2,24675
fly5,fly1,24691
fly12,fly1,24714
fly12,fly1,24746
fly12,fly5,24773
fly12,fly1,24794
fly8,fly2,24803
fly10,fly2,24808
fly3,fly4,24836
fly6,fly1,24854
fly10,fly6,24921
fly8,fly11,24938
fly12,fly7,24938
fly7,fly12,24938
fly3,fly7,24941
fly11,fly8,24945
fly12,fly10,24975
fly1,fly6,24984
fly1,fly4,25044
fly1,fly6,25058
fly7,fly10,25116
fly10,fly7,25145
fly12,fly6,25178
fly6,fly12,25201
fly12,fly5,25219
fly10,fly2,25257
fly5,fly7,25263
fly10,fly12,25266
fly2,fly12,25268
fly9,fly1,25273
fly2,fly10,25279
fly9,fly1,25305
fly12,fly10,25314
fly5,fly12,25333
fly10,fly5,25340
fly10,fly6,25358
fly5,fly6,25372
fly6,fly5,25374
fly6,fly12,25394
fly10,fly5,25397
fly12,fly10,25404
fly6,fly10,25437
fly5,fly1,25488
fly7,fly6,25491
fly12,fly10,25498
fly1,fly5,25509
fly6,fly7,25512
fly9,fly4,25528
fly10,fly2,25542
fly12,fly1,25564
fly5,fly1,25571
fly3,fly10,25579
fly7,fly6,25579
fly10,fly3,25586
fly8,fly4,25604
fly7,fly6,25615
fly5,fly3,25615
fly12,fly9,25633
fly9,fly10,25647
fly8,fly7,25673
fly9,fly12,25680
fly6,fly2,25690
fly5,fly1,25713
fly6,fly2,25737
fly12,fly7,25738
fly9,fly7,25757
fly7,fly9,25757
fly7,fly12,25765
fly12,fly9,25766
fly12,fly8,25808
fly12,fly2,25844
fly8,fly2,25845
fly7,fly11,25845
fly8,fly12,25848
fly8,fly9,25856
fly9,fly8,25856
fly5,fly11,25876
fly11,fly5,25892
fly8,fly3,25919
fly2,fly3,25922
fly8,fly5,25929
fly5,fly8,25929
fly4,fly9,25950
fly7,fly9,25951
fly9,fly7,25952
fly2,fly6,25954
fly4,fly7,25960
fly7,fly4,25960
fly5,fly2,25975
fly10,fly8,25979
fly2,fly5,25981
fly12,fly7,25994
fly7,fly12,25994
fly2,fly6,26004
fly10,fly5,26007
fly6,fly10,26014
fly7,fly12,26015
fly10,fly6,26017
fly9,fly7,26030
fly6,fly8,26036
fly12,fly9,26036
fly9,fly12,26041
fly2,fly5,26045
fly8,fly5,26052
fly5,fly10,26056
fly2,fly10,26080
fly4,fly3,26100
fly12,fly11,26115
fly4,fly3,26117
fly11,fly12,26121
fly3,fly2,26127
fly2,fly3,26128
fly2,fly3,26164
fly3,fly2,26166
fly9,fly12,26184
fly5,fly9,26211
fly10,fly5,26227
fly11,fly4,26242
fly6,fly9,26282
fly11,fly3,26282
fly3,fly11,26292
fly9,fly5,26319
fly4,fly12,26323
fly9,fly6,26326
fly8,fly9,26338
fly8,fly9,26368
fly9,fly3,26380
fly8,fly3,26391
fly3,fly9,26393
fly3,fly8,26410
fly12,fly3,26444
fly3,fly12,26445
fly7,fly2,26461
fly2,fly7,26464
fly12,fly6,26504
fly8,fly1,26506
fly5,fly2,26529
fly12,fly6,26539
fly1,fly12,26563
fly1,fly6,26571
fly6,fly12,26573
fly12,fly6,26581
fly11,fly1,26611
fly1,fly11,26621
fly11,fly10,26625
fly4,fly2,26626
fly1,fly12,26627
fly8,fly9,26663
fly4,fly10,26669
fly11,fly1,26672
fly8,fly7,26698
fly7,fly8,26698
fly6,fly5,26727
fly2,fly6,26731
fly6,fly4,26741
fly10,fly9,26764
fly9,fly10,26764
fly5,fly3,26781
fly12,fly1,26784
fly4,fly2,26788
fly8,fly4,26829
fly4,fly8,26829
fly7,fly5,26847
fly5,fly7,26848
fly1,fly6,26855
fly6,fly1,26855
fly8,fly5,26863
fly11,fly10,26864
fly4,fly8,26870
fly8,fly5,26880
fly7,fly8,26884
fly7,fly1,26937
fly11,fly4,26944
fly4,fly11,26945
fly7,fly1,26986
fly1,fly7,26987
fly7,fly9,27002
fly5,fly6,27021
fly6,fly4,27022
fly10,fly12,27119
fly5,fly9,27131
fly9,fly5,27131
fly7,fly12,27226
fly5,fly8,27257
fly9,fly12,27281
fly12,fly9,27286
fly1,fly2,27289
fly1,fly6,27318
fly6,fly3,27343
fly3,fly6,27344
fly6,fly3,27365
fly7,fly5,27385
fly5,fly7,27385
fly11,fly8,27393
fly8,fly1,27444
fly1,fly11,27451
fly7,fly12,27491
fly1,fly2,27491
fly12,fly7,27491
fly2,fly1,27514
fly2,fly3,27538
fly1,fly2,27542
fly7,fly1,27552
fly11,fly10,27559
fly2,fly7,27595
fly7,fly2,27598
fly4,fly3,27611
fly9,fly12,27624
fly1,fly2,27640
fly7,fly3,27661
fly1,fly4,27664
fly1,fly7,27673
fly1,fly3,27675
fly3,fly7,27676
fly3,fly1,27680
fly4,fly2,27688
fly8,fly9,27689
fly10,fly7,27697
fly7,fly10,27721
fly7,fly1,27734
fly9,fly3,27734
fly3,fly4,27749
fly11,fly3,27816
fly3,fly11,27817
fly12,fly6,27821
fly11,fly3,27844
fly9,fly1,27847
fly10,fly2,27900
fly9,fly7,27908
fly7,fly9,27920
fly3,fly2,27925
fly3,fly12,27956
fly8,fly12,27983
fly12,fly8,27988
fly8,fly12,28033
fly7,fly1,28033
fly12,fly8,28044
fly5,fly1,28079
fly3,fly9,28093
fly9,fly3,28125
fly11,fly12,28139
fly3,fly9,28153
fly9,fly1,28174
fly10,fly11,28188
fly6,fly12,28203
fly6,fly12,28224
fly11,fly4,28235
fly10,fly7,28297
fly12,fly6,28302
fly9,fly12,28309
fly6,fly12,28315
fly1,fly10,28341
fly4,fly11,28344
fly3,fly12,28349
fly12,fly3,28352
fly11,fly9,28353
fly9,fly11,28357
fly9,fly3,28358
fly4,fly3,28370
fly11,fly12,28373
fly12,fly3,28382
fly3,fly11,28396
fly12,fly9,28404
fly11,fly6,28418
fly9,fly8,28424
fly8,fly9,28424
fly12,fly8,28441
fly8,fly12,28441
fly11,fly4,28460
fly9,fly5,28466
fly7,fly9,28469
fly9,fly7,28469
fly7,fly5,28472
fly6,fly3,28472
fly7,fly8,28473
fly12,fly5,28478
fly7,fly12,28488
fly3,fly4,28496
fly12,fly8,28505
fly7,fly6,28531
fly4,fly6,28544
fly7,fly4,28545
fly1,fly9,28567
fly9,fly1,28567
fly5,fly4,28572
fly4,fly5,28574
fly7,fly12,28590
fly4,fly1,28590
fly1,fly4,28598
fly9,fly10,28613
fly10,fly9,28616
fly1,fly5,28619
fly5,fly7,28628
fly7,fly5,28641
fly7,fly12,28652
fly4,fly5,28677
fly7,fly4,28684
fly4,fly7,28714
fly12,fly5,28729
fly1,fly11,28733
fly4,fly10,28736
fly7,fly4,28737
fly7,fly10,28747
fly5,fly10,28753
fly5,fly4,28757
fly4,fly12,28771
fly10,fly7,28773
fly5,fly12,28774
fly11,fly3,28775
fly12,fly4,28780
